Date,Time,Currency,Event Name,Impact
2020-05-28,8:30am,USD,Prelim GDP q/q,High Impact Expected
2020-05-29,11:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2020-05-29,2:00pm,USD,President Trump Speaks,High Impact Expected
2020-06-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2020-06-03,10:00am,USD,ISM Services PMI,High Impact Expected
2020-06-03,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2020-06-05,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2020-06-05,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2020-06-05,8:30am,USD,Unemployment Rate,High Impact Expected
2020-06-10,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2020-06-10,2:00pm,USD,FOMC Statement,High Impact Expected
2020-06-10,2:00pm,USD,Federal Funds Rate,High Impact Expected
2020-06-10,2:30pm,USD,FOMC Press Conference,High Impact Expected
2020-06-10,8:30am,USD,CPI m/m,High Impact Expected
2020-06-10,8:30am,USD,CPI y/y,High Impact Expected
2020-06-10,8:30am,USD,Core CPI m/m,High Impact Expected
2020-06-10,8:30am,USD,Core CPI y/y,High Impact Expected
2020-06-12,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2020-06-15,2:00pm,USD,Fed Announcement,High Impact Expected
2020-06-16,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2020-06-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2020-06-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2020-06-17,12:00pm,USD,Fed Chairman Powell Testifies,High Impact Expected
2020-06-30,12:30pm,USD,Fed Chairman Powell Testifies,High Impact Expected
2020-07-01,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2020-07-02,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2020-07-02,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2020-07-02,8:30am,USD,Unemployment Rate,High Impact Expected
2020-07-02,9:30am,USD,President Trump Speaks,High Impact Expected
2020-07-06,10:00am,USD,ISM Services PMI,High Impact Expected
2020-07-14,5:00pm,USD,President Trump Speaks,High Impact Expected
2020-07-14,8:30am,USD,CPI y/y,High Impact Expected
2020-07-14,8:30am,USD,Core CPI y/y,High Impact Expected
2020-07-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2020-07-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2020-07-21,5:00pm,USD,President Trump Speaks,High Impact Expected
2020-07-28,9:30am,USD,Fed Announcement,High Impact Expected
2020-07-29,10:00am,USD,Pending Home Sales m/m,High Impact Expected
2020-07-29,2:00pm,USD,FOMC Statement,High Impact Expected
2020-07-29,2:30pm,USD,FOMC Press Conference,High Impact Expected
2020-07-30,8:30am,USD,Advance GDP q/q,High Impact Expected
2020-08-03,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2020-08-05,10:00am,USD,ISM Services PMI,High Impact Expected
2020-08-07,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2020-08-07,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2020-08-07,8:30am,USD,Unemployment Rate,High Impact Expected
2020-08-12,8:30am,USD,CPI m/m,High Impact Expected
2020-08-12,8:30am,USD,CPI y/y,High Impact Expected
2020-08-12,8:30am,USD,Core CPI m/m,High Impact Expected
2020-08-12,8:30am,USD,Core CPI y/y,High Impact Expected
2020-08-14,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2020-08-14,8:30am,USD,Retail Sales m/m,High Impact Expected
2020-08-27,9:10am,USD,FOMC Member Powell Speaks,High Impact Expected
2020-09-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2020-09-02,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2020-09-03,10:00am,USD,ISM Services PMI,High Impact Expected
2020-09-04,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2020-09-04,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2020-09-04,8:30am,USD,Unemployment Rate,High Impact Expected
2020-09-11,8:30am,USD,CPI y/y,High Impact Expected
2020-09-11,8:30am,USD,Core CPI y/y,High Impact Expected
2020-09-16,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2020-09-16,2:00pm,USD,FOMC Statement,High Impact Expected
2020-09-16,2:30pm,USD,FOMC Press Conference,High Impact Expected
2020-09-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2020-09-21,10:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2020-09-22,10:30am,USD,Fed Chairman Powell Testifies,High Impact Expected
2020-09-23,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2020-09-23,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2020-09-24,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2020-09-24,10:00am,USD,Treasury Sec Mnuchin Speaks,High Impact Expected
2020-10-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2020-10-02,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2020-10-02,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2020-10-02,8:30am,USD,Unemployment Rate,High Impact Expected
2020-10-05,10:00am,USD,ISM Services PMI,High Impact Expected
2020-10-06,10:40am,USD,FOMC Member Powell Speaks,High Impact Expected
2020-10-07,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2020-10-13,8:30am,USD,CPI y/y,High Impact Expected
2020-10-13,8:30am,USD,Core CPI y/y,High Impact Expected
2020-10-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2020-10-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2020-10-19,8:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2020-10-29,8:30am,USD,Advance GDP q/q,High Impact Expected
2020-10-30,11:00am,USD,Fed Announcement,High Impact Expected
2020-11-02,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2020-11-03,10:15am,USD,Presidential Election,High Impact Expected
2020-11-03,10:16am,USD,Congressional Elections,High Impact Expected
2020-11-04,10:00am,USD,ISM Services PMI,High Impact Expected
2020-11-05,2:00pm,USD,FOMC Statement,High Impact Expected
2020-11-05,2:30pm,USD,FOMC Press Conference,High Impact Expected
2020-11-06,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2020-11-06,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2020-11-06,8:30am,USD,Unemployment Rate,High Impact Expected
2020-11-12,11:45am,USD,FOMC Member Powell Speaks,High Impact Expected
2020-11-12,8:30am,USD,CPI y/y,High Impact Expected
2020-11-12,8:30am,USD,Core CPI y/y,High Impact Expected
2020-11-17,1:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2020-11-17,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2020-11-17,8:30am,USD,Retail Sales m/m,High Impact Expected
2020-11-25,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2020-12-01,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2020-12-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2020-12-02,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2020-12-04,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2020-12-04,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2020-12-04,8:30am,USD,Unemployment Rate,High Impact Expected
2020-12-10,8:30am,USD,CPI y/y,High Impact Expected
2020-12-10,8:30am,USD,Core CPI y/y,High Impact Expected
2020-12-16,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2020-12-16,2:00pm,USD,FOMC Statement,High Impact Expected
2020-12-16,2:30pm,USD,FOMC Press Conference,High Impact Expected
2020-12-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2020-12-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2020-12-16,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2021-01-06,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2021-01-08,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-01-08,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-01-08,8:30am,USD,Unemployment Rate,High Impact Expected
2021-01-13,8:30am,USD,CPI y/y,High Impact Expected
2021-01-13,8:30am,USD,Core CPI y/y,High Impact Expected
2021-01-14,12:30pm,USD,FOMC Member Powell Speaks,High Impact Expected
2021-01-14,7:15pm,USD,President Biden Speaks,High Impact Expected
2021-01-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-01-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-01-20,11:52am,USD,President Biden Speaks,High Impact Expected
2021-01-27,2:00pm,USD,FOMC Statement,High Impact Expected
2021-01-27,2:30pm,USD,FOMC Press Conference,High Impact Expected
2021-01-28,8:30am,USD,Advance GDP q/q,High Impact Expected
2021-02-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2021-02-05,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-02-05,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-02-05,8:30am,USD,Unemployment Rate,High Impact Expected
2021-02-10,2:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2021-02-10,8:30am,USD,CPI m/m,High Impact Expected
2021-02-10,8:30am,USD,CPI y/y,High Impact Expected
2021-02-10,8:30am,USD,Core CPI y/y,High Impact Expected
2021-02-17,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-02-17,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-02-23,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-02-24,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-03-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2021-03-04,12:05pm,USD,FOMC Member Powell Speaks,High Impact Expected
2021-03-05,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-03-05,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-03-05,8:30am,USD,Unemployment Rate,High Impact Expected
2021-03-10,7:30am,USD,CPI y/y,High Impact Expected
2021-03-10,8:30am,USD,CPI m/m,High Impact Expected
2021-03-10,8:30am,USD,Core CPI m/m,High Impact Expected
2021-03-10,8:30am,USD,Core CPI y/y,High Impact Expected
2021-03-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-03-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-03-17,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2021-03-17,2:00pm,USD,FOMC Statement,High Impact Expected
2021-03-17,2:30pm,USD,FOMC Press Conference,High Impact Expected
2021-03-18,11:55am,USD,FOMC Member Powell Speaks,High Impact Expected
2021-03-19,9:00am,USD,Fed Announcement,High Impact Expected
2021-03-22,9:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2021-03-23,12:00pm,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-03-24,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-03-31,4:20pm,USD,President Biden Speaks,High Impact Expected
2021-03-31,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2021-04-02,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-04-02,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-04-02,8:30am,USD,Unemployment Rate,High Impact Expected
2021-04-05,11:00am,USD,Treasury Sec Yellen Speaks,High Impact Expected
2021-04-07,1:45pm,USD,President Biden Speaks,High Impact Expected
2021-04-07,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2021-04-08,12:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2021-04-11,7:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2021-04-13,8:30am,USD,CPI m/m,High Impact Expected
2021-04-13,8:30am,USD,CPI y/y,High Impact Expected
2021-04-13,8:30am,USD,Core CPI m/m,High Impact Expected
2021-04-13,8:30am,USD,Core CPI y/y,High Impact Expected
2021-04-14,12:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2021-04-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-04-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-04-28,2:00pm,USD,FOMC Statement,High Impact Expected
2021-04-28,2:30pm,USD,FOMC Press Conference,High Impact Expected
2021-04-28,9:00pm,USD,President Biden Speaks,High Impact Expected
2021-04-29,8:30am,USD,Advance GDP q/q,High Impact Expected
2021-05-03,2:20pm,USD,FOMC Member Powell Speaks,High Impact Expected
2021-05-07,12:30pm,USD,Treasury Sec Yellen Speaks,High Impact Expected
2021-05-07,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-05-07,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-05-07,8:30am,USD,Unemployment Rate,High Impact Expected
2021-05-12,8:30am,USD,CPI m/m,High Impact Expected
2021-05-12,8:30am,USD,CPI y/y,High Impact Expected
2021-05-12,8:30am,USD,Core CPI m/m,High Impact Expected
2021-05-12,8:30am,USD,Core CPI y/y,High Impact Expected
2021-05-14,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-05-14,8:32am,USD,Core Retail Sales m/m,High Impact Expected
2021-05-27,8:30am,USD,Prelim GDP q/q,High Impact Expected
2021-06-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2021-06-03,10:00am,USD,ISM Services PMI,High Impact Expected
2021-06-04,7:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2021-06-04,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-06-04,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-06-04,8:30am,USD,Unemployment Rate,High Impact Expected
2021-06-10,8:30am,USD,CPI m/m,High Impact Expected
2021-06-10,8:30am,USD,CPI y/y,High Impact Expected
2021-06-10,8:30am,USD,Core CPI m/m,High Impact Expected
2021-06-10,8:30am,USD,Core CPI y/y,High Impact Expected
2021-06-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-06-15,8:30am,USD,PPI m/m,High Impact Expected
2021-06-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-06-16,10:00am,USD,Treasury Sec Yellen Speaks,High Impact Expected
2021-06-16,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2021-06-16,2:00pm,USD,FOMC Statement,High Impact Expected
2021-06-16,2:30pm,USD,FOMC Press Conference,High Impact Expected
2021-06-22,2:00pm,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-06-23,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2021-06-23,9:45am,USD,Flash Services PMI,High Impact Expected
2021-07-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2021-07-02,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-07-02,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-07-02,8:30am,USD,Unemployment Rate,High Impact Expected
2021-07-06,10:00am,USD,ISM Services PMI,High Impact Expected
2021-07-07,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2021-07-13,8:30am,USD,CPI m/m,High Impact Expected
2021-07-13,8:30am,USD,CPI y/y,High Impact Expected
2021-07-13,8:30am,USD,Core CPI m/m,High Impact Expected
2021-07-13,8:30am,USD,Core CPI y/y,High Impact Expected
2021-07-14,12:00pm,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-07-14,8:30am,USD,PPI m/m,High Impact Expected
2021-07-15,9:30am,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-07-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-07-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-07-27,10:00am,USD,CB Consumer Confidence,High Impact Expected
2021-07-28,2:00pm,USD,FOMC Statement,High Impact Expected
2021-07-28,2:30pm,USD,FOMC Press Conference,High Impact Expected
2021-07-29,8:30am,USD,Advance GDP q/q,High Impact Expected
2021-07-30,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2021-08-02,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2021-08-04,10:00am,USD,ISM Services PMI,High Impact Expected
2021-08-04,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2021-08-06,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-08-06,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-08-06,8:30am,USD,Unemployment Rate,High Impact Expected
2021-08-11,8:30am,USD,CPI m/m,High Impact Expected
2021-08-11,8:30am,USD,CPI y/y,High Impact Expected
2021-08-11,8:30am,USD,Core CPI m/m,High Impact Expected
2021-08-11,8:30am,USD,Core CPI y/y,High Impact Expected
2021-08-12,8:30am,USD,PPI m/m,High Impact Expected
2021-08-17,1:30pm,USD,FOMC Member Powell Speaks,High Impact Expected
2021-08-17,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-08-17,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-08-18,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2021-08-26,8:30am,USD,Prelim GDP q/q,High Impact Expected
2021-08-27,10:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2021-08-27,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2021-09-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2021-09-01,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2021-09-03,10:00am,USD,ISM Services PMI,High Impact Expected
2021-09-03,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-09-03,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-09-03,8:30am,USD,Unemployment Rate,High Impact Expected
2021-09-10,8:30am,USD,PPI m/m,High Impact Expected
2021-09-14,8:30am,USD,CPI m/m,High Impact Expected
2021-09-14,8:30am,USD,CPI y/y,High Impact Expected
2021-09-14,8:30am,USD,Core CPI m/m,High Impact Expected
2021-09-14,8:30am,USD,Core CPI y/y,High Impact Expected
2021-09-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-09-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-09-22,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2021-09-22,2:00pm,USD,FOMC Statement,High Impact Expected
2021-09-22,2:30pm,USD,FOMC Press Conference,High Impact Expected
2021-09-24,10:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2021-09-28,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-09-29,11:45am,USD,FOMC Member Powell Speaks,High Impact Expected
2021-09-30,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-10-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2021-10-01,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2021-10-05,10:00am,USD,ISM Services PMI,High Impact Expected
2021-10-06,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2021-10-08,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-10-08,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-10-08,8:30am,USD,Unemployment Rate,High Impact Expected
2021-10-13,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2021-10-13,8:30am,USD,CPI m/m,High Impact Expected
2021-10-13,8:30am,USD,CPI y/y,High Impact Expected
2021-10-13,8:30am,USD,Core CPI m/m,High Impact Expected
2021-10-13,8:30am,USD,Core CPI y/y,High Impact Expected
2021-10-14,8:30am,USD,PPI m/m,High Impact Expected
2021-10-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-10-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-10-22,11:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2021-10-28,8:30am,USD,Advance GDP q/q,High Impact Expected
2021-10-29,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2021-11-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2021-11-03,10:00am,USD,ISM Services PMI,High Impact Expected
2021-11-03,2:00pm,USD,FOMC Statement,High Impact Expected
2021-11-03,2:00pm,USD,Federal Funds Rate,High Impact Expected
2021-11-03,2:30pm,USD,FOMC Press Conference,High Impact Expected
2021-11-03,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2021-11-05,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-11-05,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-11-05,8:30am,USD,Unemployment Rate,High Impact Expected
2021-11-08,10:30am,USD,FOMC Member Powell Speaks,High Impact Expected
2021-11-09,8:30am,USD,PPI m/m,High Impact Expected
2021-11-09,9:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2021-11-10,8:30am,USD,CPI m/m,High Impact Expected
2021-11-10,8:30am,USD,CPI y/y,High Impact Expected
2021-11-10,8:30am,USD,Core CPI m/m,High Impact Expected
2021-11-10,8:30am,USD,Core CPI y/y,High Impact Expected
2021-11-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-11-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-11-24,10:00am,USD,Core PCE Price Index m/m,High Impact Expected
2021-11-24,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2021-11-24,8:30am,USD,Prelim GDP q/q,High Impact Expected
2021-11-30,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-12-01,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2021-12-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2021-12-01,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2021-12-03,10:00am,USD,ISM Services PMI,High Impact Expected
2021-12-03,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2021-12-03,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2021-12-03,8:30am,USD,Unemployment Rate,High Impact Expected
2021-12-03,9:00am,USD,Treasury Currency Report,High Impact Expected
2021-12-08,10:00am,USD,JOLTS Job Openings,High Impact Expected
2021-12-10,8:30am,USD,CPI m/m,High Impact Expected
2021-12-10,8:30am,USD,CPI y/y,High Impact Expected
2021-12-10,8:30am,USD,Core CPI m/m,High Impact Expected
2021-12-10,8:30am,USD,Core CPI y/y,High Impact Expected
2021-12-14,8:30am,USD,PPI m/m,High Impact Expected
2021-12-15,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2021-12-15,2:00pm,USD,FOMC Statement,High Impact Expected
2021-12-15,2:00pm,USD,Federal Funds Rate,High Impact Expected
2021-12-15,2:30pm,USD,FOMC Press Conference,High Impact Expected
2021-12-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2021-12-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2021-12-23,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-01-04,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-01-04,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-01-05,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2022-01-05,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-01-06,10:00am,USD,ISM Services PMI,High Impact Expected
2022-01-07,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-01-07,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-01-07,8:30am,USD,Unemployment Rate,High Impact Expected
2022-01-11,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2022-01-12,8:30am,USD,CPI m/m,High Impact Expected
2022-01-12,8:30am,USD,CPI y/y,High Impact Expected
2022-01-12,8:30am,USD,Core CPI m/m,High Impact Expected
2022-01-12,8:30am,USD,Core CPI y/y,High Impact Expected
2022-01-13,8:30am,USD,PPI m/m,High Impact Expected
2022-01-14,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-01-14,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-01-26,2:00pm,USD,FOMC Statement,High Impact Expected
2022-01-26,2:00pm,USD,Federal Funds Rate,High Impact Expected
2022-01-26,2:30pm,USD,FOMC Press Conference,High Impact Expected
2022-01-27,8:30am,USD,Advance GDP q/q,High Impact Expected
2022-01-28,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-02-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-02-01,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-02-02,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-02-03,10:00am,USD,ISM Services PMI,High Impact Expected
2022-02-03,9:00am,USD,Fed Gov Nomination Hearings,High Impact Expected
2022-02-04,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-02-04,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-02-04,8:30am,USD,Unemployment Rate,High Impact Expected
2022-02-10,8:30am,USD,CPI m/m,High Impact Expected
2022-02-10,8:30am,USD,CPI y/y,High Impact Expected
2022-02-10,8:30am,USD,Core CPI m/m,High Impact Expected
2022-02-10,8:30am,USD,Core CPI y/y,High Impact Expected
2022-02-14,8:30am,USD,FOMC Member Bullard Speaks,High Impact Expected
2022-02-15,8:30am,USD,PPI m/m,High Impact Expected
2022-02-16,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2022-02-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-02-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-02-24,8:30am,USD,Prelim GDP q/q,High Impact Expected
2022-02-25,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-03-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-03-02,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2022-03-02,8:17am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-03-03,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2022-03-03,10:00am,USD,ISM Services PMI,High Impact Expected
2022-03-04,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-03-04,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-03-04,8:30am,USD,Unemployment Rate,High Impact Expected
2022-03-09,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-03-10,7:30am,USD,CPI y/y,High Impact Expected
2022-03-10,8:30am,USD,CPI m/m,High Impact Expected
2022-03-10,8:30am,USD,Core CPI m/m,High Impact Expected
2022-03-10,8:30am,USD,Core CPI y/y,High Impact Expected
2022-03-11,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2022-03-15,8:30am,USD,PPI m/m,High Impact Expected
2022-03-16,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2022-03-16,2:00pm,USD,FOMC Statement,High Impact Expected
2022-03-16,2:00pm,USD,Federal Funds Rate,High Impact Expected
2022-03-16,2:30pm,USD,FOMC Press Conference,High Impact Expected
2022-03-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-03-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-03-21,12:30pm,USD,FOMC Member Powell Speaks,High Impact Expected
2022-03-23,8:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2022-03-29,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-03-30,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-03-31,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-04-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-04-01,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-04-01,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-04-01,8:30am,USD,Unemployment Rate,High Impact Expected
2022-04-05,10:00am,USD,ISM Services PMI,High Impact Expected
2022-04-06,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2022-04-12,8:30am,USD,CPI m/m,High Impact Expected
2022-04-12,8:30am,USD,CPI y/y,High Impact Expected
2022-04-12,8:30am,USD,Core CPI m/m,High Impact Expected
2022-04-12,8:30am,USD,Core CPI y/y,High Impact Expected
2022-04-13,8:30am,USD,PPI m/m,High Impact Expected
